27.867,13.91
29.232,14.52
29.232,14.52
31.584,15.59
35.797335,20.44
35.797335,25.77
35.797335,24.88
35.797335,26.38
35.797335,25.8
35.797335,23.58
35.797335,18.17
33.684,16.54
34.587,16.95
30.45,15.08
31.836,15.7
29.82,14.79
31.626,15.61
29.82,14.79
29.106,14.47
32.592,16.04
30.429,15.07
35.797335,17.55
32.004,15.78
29.4,14.6
30.408,15.06
28.161,14.04
28.35,14.12
27.111,13.56
27.3,13.65
26.061,13.09
27.3,13.65
27.51,13.74
30.408,15.06
28.14,14.03
28.224,14.07
28.56,14.22
26.67,13.36
33.18,16.31
32.928,16.2
35.28,17.26
32.382,15.95
33.978,16.67
33.999,16.68
33.3375,16.38
34.293,16.81
35.797335,18.1
35.797335,18.44
34.9125,17.09
33.012,16.23
30.66,15.17
33.6,16.5
35.797335,18.02
35.797335,24.25
35.797335,28.13
35.797335,29.12
35.797335,29.35
35.797335,29.73
35.797335,26.61
35.797335,20.6
34.02,16.69
35.797335,17.54
35.797335,18.3
35.797335,19.69
31.353,15.48
34.65,16.98
31.71,15.64
36.79179,33.07
28.602,14.24
29.4,14.6
33.81,16.6
33.6,16.5
30.03,14.88
30.639,15.16
30.45,15.08
31.5,15.55
29.4,14.6
30.45,15.08
25.83,12.98
33.579,16.49
34.041,16.7
35.797335,17.92
35.797335,18.4
35.797335,22.12
35.797335,25.66
35.797335,22.5
35.797335,25.52
35.797335,23.31
35.797335,23.8
35.797335,23.44
35.797335,22.39
35.797335,21.44
35.797335,20.99
35.797335,20.96
35.797335,20.52
35.797335,21.52
35.797335,20.19
35.797335,19.84
35.797335,20.58
35.797335,19.61
35.797335,22.43
35.797335,26.52
36.62379,33.22
35.797335,30.79
36.70779,33.26
35.797335,32.61
35.797335,29.12
35.797335,24.1
35.797335,20.58
35.797335,18.21
30.765,15.22
35.217,17.23
33.915,16.64
33.6,16.5
28.749,14.31
31.5,15.55
28.35,14.12
28.581,14.23
31.143,15.39
29.904,14.83
28.581,14.23
28.959,14.4
28.35,14.12
29.2635,14.54
28.203,14.06
29.085,14.46
28.581,14.23
32.277,15.9
30.849,15.26
34.671,16.98
35.797335,19.35
35.797335,18.99
35.797335,23.53
35.797335,22.39
35.797335,23.08
35.797335,22.43
35.797335,22.43
35.797335,22.58
35.797335,21.36
35.797335,20.3
35.797335,20.01
35.797335,19.84
35.797335,19.26
35.797335,19.54
35.797335,19.06
35.797335,19.54
35.797335,19.54
35.797335,19.35
35.797335,21.23
35.797335,25.32
35.797335,31.26
35.797335,28.02
35.797335,28.32
35.797335,27.56
35.797335,25.76
35.797335,21.06
35.797335,18.12
35.797335,18.78
30.24,14.98
32.613,16.05
31.059,15.35
32.991,16.22
27.048,13.54
28.35,14.12
26.208,13.16
26.208,13.16
28.5495,14.22
28.56,14.22
26.208,13.16
26.166,13.14
26.166,13.14
26.25,13.18
26.103,13.11
27.279,13.64
26.166,13.14
27.3,13.65
28.077,14
26.565,13.32
32.6445,16.07
34.272,16.8
35.797335,18.93
35.797335,19.39
35.797335,19.61
35.797335,19
35.797335,18.78
35.797335,18.5
35.797335,18.4
35.797335,17.83
35.797335,17.55
35.28,17.26
35.28,17.26
35.797335,18.4
35.28,17.26
34.608,16.96
35.797335,17.92
34.314,16.82
35.797335,18.4
35.797335,22.62
35.797335,25.32
35.797335,25.64
35.797335,26.23
35.797335,24.62
35.797335,23.65
35.797335,18.21
29.82,14.79
32.97,16.22
30.03,14.88
32.298,15.91
27.678,13.82
29.736,14.75
28.623,14.25
26.04,13.08
26.04,13.08
25.704,12.93
27.3,13.65
26.376,13.23
26.67,13.36
26.229,13.17
25.431,12.8
27.3,13.65
25.2,12.7
26.88,13.46
25.011,12.61
29.4,14.6
27.93,13.94
31.3005,15.46
30.24,14.98
29.631,14.7
35.797335,20.11
35.797335,18.48
35.797335,19.16
35.797335,19.35
35.797335,18.48
35.797335,19.24
